Loanref,first_default_month,speed_label
F22Q20271449,19,0
F22Q30294519,11,1
F22Q30137142,16,0
F22Q30182155,16,0
F22Q40144454,10,1
F23Q10098262,17,0
F22Q40165040,13,0
F22Q20407176,18,0
F22Q10461599,19,0
F23Q10037615,7,1
F22Q30115986,7,1
F22Q40056127,22,0
F23Q30227101,24,0
F22Q30275770,16,0
F23Q20183616,12,1
F23Q20105300,8,1
F22Q40134894,24,0
F23Q10183060,21,0
F22Q10035334,10,1
F22Q20277113,9,1
F22Q20133330,8,1
F23Q10047525,23,0
F23Q10138794,20,0
F22Q10265105,9,1
F22Q30152520,16,0
F22Q30261162,12,1
F23Q10050102,8,1
F22Q20090366,17,0
F22Q20318513,16,0
F22Q30187926,13,0
F22Q40199367,17,0
F22Q10241322,23,0
F22Q10337408,20,0
F22Q10067458,4,1
F23Q30216691,6,1
F22Q20356534,17,0
F23Q10139051,7,1
F22Q10064755,18,0
F23Q30060048,11,1
F23Q30213264,6,1
F22Q20389910,23,0
F22Q30128699,5,1
F22Q30045334,15,0
F22Q10220840,6,1
F23Q30089730,16,0
F22Q10473440,23,0
F22Q20253677,17,0
F22Q30247393,16,0
F23Q10126956,6,1
F22Q40185989,18,0
F22Q30171167,19,0
F22Q20329503,4,1
F22Q10190695,21,0
F22Q30310222,11,1
F23Q20225883,11,1
F22Q30202646,5,1
F22Q30265657,6,1
F22Q20359842,24,0
F22Q20157977,4,1
F23Q30185006,15,0
F23Q30049930,18,0
F22Q30229123,16,0
F23Q30114042,19,0
F22Q10294314,22,0
F22Q30200225,18,0
F23Q10046639,3,1
F22Q20156394,13,0
F22Q10192162,6,1
F22Q10378052,15,0
F23Q10059459,4,1
F22Q20242854,6,1
F22Q10416915,19,0
F23Q30108759,23,0
F23Q30168925,14,0
F22Q30047881,17,0
F22Q40044607,6,1
F23Q30135530,15,0
F22Q10389618,10,1
F22Q10460897,19,0
F23Q30196745,15,0
F23Q30157112,9,1
F22Q10478077,24,0
F22Q30242663,11,1
F22Q30042218,14,0
F23Q10138745,15,0
F22Q10383621,5,1
F23Q10111659,9,1
F22Q30030801,18,0
F22Q20288612,4,1
F22Q10474417,7,1
F22Q10067059,24,0
F22Q10386810,13,0
F22Q10575620,5,1
F23Q20231850,8,1
F23Q20020447,22,0
F22Q20228528,24,0
F22Q20222815,5,1
F22Q30212760,20,0
F22Q20154062,14,0
F23Q30096369,3,1
F22Q10265759,19,0
F22Q40137014,22,0
F22Q40188600,5,1
F22Q30005175,18,0
F22Q40114850,4,1
F22Q30104624,20,0
F23Q20187032,8,1
F23Q20166412,21,0
F22Q20374336,15,0
F22Q40030811,20,0
F22Q10455048,18,0
F22Q20345944,24,0
F22Q10421238,22,0
F22Q10412160,8,1
F22Q10568526,10,1
F22Q40130050,13,0
F23Q10066940,16,0
F22Q20142672,12,1
F22Q20224441,21,0
F22Q30142046,4,1
F23Q20110600,18,0
F22Q20108589,20,0
F23Q10058845,15,0
F22Q30323537,17,0
F23Q10160598,15,0
F23Q30065220,20,0
F23Q30156387,14,0
F22Q30149151,20,0
F23Q20020086,15,0
F22Q40161839,16,0
F22Q20067793,19,0
F22Q10272067,10,1
F23Q30196028,6,1
F23Q20049568,24,0
F22Q30140372,8,1
F22Q10370886,8,1
F23Q20207546,16,0
F23Q30089869,16,0
F22Q30216753,21,0
F22Q20355326,14,0
F23Q10113290,10,1
F22Q20296263,23,0
F22Q30127434,17,0
F22Q10296947,19,0
F23Q30254738,12,1
F22Q20056718,19,0
F22Q10054935,17,0
F22Q20187639,15,0
F22Q30204263,9,1
F22Q10483545,24,0
F22Q30053887,9,1
F22Q10191659,13,0
F22Q30001264,23,0
F22Q30245918,3,1
F22Q10152297,13,0
F23Q30138232,5,1
F23Q10093566,16,0
F23Q20138057,20,0
F22Q30294517,8,1
F22Q10227181,11,1
F23Q30114391,11,1
F22Q30196698,8,1
F22Q30302570,18,0
F22Q10187064,10,1
F22Q10374967,14,0
F22Q30243062,20,0
F23Q30040023,14,0
F22Q20403839,17,0
F22Q20376986,15,0
F22Q30126835,17,0
F22Q30192866,13,0
F22Q20221249,18,0
F22Q40028658,12,1
F22Q40094233,15,0
F22Q20010270,11,1
F22Q30199633,12,1
F22Q20265997,10,1
F22Q30040209,16,0
F23Q30221093,9,1
F22Q10445816,5,1
F23Q30186944,15,0
F22Q20252289,6,1
F23Q20251347,3,1
F22Q30161493,18,0
F22Q20072513,12,1
F22Q20201416,8,1
F22Q10287354,20,0
F23Q20102231,7,1
F22Q20212855,6,1
F22Q40204118,10,1
F22Q30118425,9,1
F22Q10540563,7,1
F22Q30150479,4,1
F22Q30085494,6,1
F23Q30133746,17,0
F23Q30125578,5,1
F22Q10411806,3,1
F22Q10530619,19,0
F22Q10034333,10,1
F23Q30148340,4,1
F22Q20236517,20,0
F23Q20262551,17,0
F23Q20067873,6,1
F22Q40132313,9,1
F22Q40200844,18,0
F22Q20238815,6,1
F22Q20435423,23,0
F22Q10215111,15,0
F22Q30108942,5,1
F23Q10079290,9,1
F22Q20155768,15,0
F22Q10324467,24,0
F23Q30244646,6,1
F23Q10084653,23,0
F22Q40126804,16,0
F22Q10026912,18,0
F22Q30017334,6,1
F23Q30032231,12,1
F22Q30146940,12,1
F22Q20310697,8,1
F22Q30129738,18,0
F22Q40088115,15,0
F22Q40153708,6,1
F22Q30239043,16,0
F23Q10110416,16,0
F22Q20103898,11,1
F23Q30093445,14,0
F22Q40192294,11,1
F22Q40210866,4,1
F23Q30051739,9,1
F22Q10347216,17,0
F23Q20089503,17,0
F23Q10162093,21,0
F22Q10375637,8,1
F23Q20217285,17,0
F23Q30207564,19,0
F22Q20303920,13,0
F22Q40042637,24,0
F22Q10403565,17,0
F22Q20433202,11,1
F22Q30300704,12,1
F22Q10327768,4,1
F23Q10063430,15,0
F23Q30214536,19,0
F22Q20069539,15,0
F22Q30147712,3,1
F22Q30096629,17,0
F23Q30248866,8,1
F22Q10016380,5,1
F22Q30282763,22,0
F22Q20239871,13,0
F22Q10193181,5,1
F22Q40149019,11,1
F22Q30245141,14,0
F22Q10418880,11,1
F23Q30029700,21,0
F22Q30178959,4,1
F22Q30166081,20,0
F22Q30299895,3,1
F22Q40197448,10,1
F23Q30092717,8,1
F22Q20038215,7,1
F23Q10009494,17,0
F22Q20265755,11,1
F22Q40116912,15,0
F22Q40041839,20,0
F23Q20122716,23,0
F22Q30221476,21,0
F22Q30329610,16,0
F22Q10304748,14,0
F23Q30090746,5,1
F22Q20288686,14,0
F22Q30150432,6,1
F23Q30091322,4,1
F22Q20009842,12,1
F22Q10369783,4,1
F22Q30291666,13,0
F22Q30113997,7,1
F23Q20264759,7,1
F22Q20015121,23,0
F22Q30304489,23,0
F22Q10131917,3,1
F22Q10361781,6,1
F22Q10313929,10,1
F22Q20089016,8,1
F22Q20408564,21,0
F22Q40095760,23,0
F22Q40126797,21,0
F22Q30077375,6,1
F22Q30253051,21,0
F22Q10076274,13,0
F22Q20152399,6,1
F22Q20404138,22,0
F22Q30014466,15,0
F23Q30077264,10,1
F22Q40069925,14,0
F22Q20240260,20,0
F22Q40213479,20,0
F23Q30089028,11,1
F22Q30249238,4,1
F22Q40205619,12,1
F23Q20118342,14,0
F22Q20417633,17,0
F22Q10086593,10,1
F22Q40127439,21,0
F22Q20199647,20,0
F22Q10327910,11,1
F23Q20250539,5,1
F23Q30260599,14,0
F23Q30024854,18,0
F22Q20435110,19,0
F22Q20435654,22,0
F22Q40048778,4,1
F22Q30132739,23,0
F22Q10535726,20,0
F22Q10246604,16,0
F22Q30162116,11,1
F23Q10162749,18,0
F23Q10141646,5,1
F22Q10114860,21,0
F22Q40116713,10,1
F22Q30058360,4,1
F23Q10080269,12,1
F22Q10343066,15,0
F22Q20189983,21,0
F22Q20040695,10,1
F22Q30302379,13,0
F23Q30146922,10,1
F22Q40026728,22,0
F22Q10091784,5,1
F22Q20007504,11,1
F22Q40075510,9,1
F22Q30275676,17,0
F22Q20394810,8,1
F22Q30053789,16,0
F22Q10532580,20,0
F22Q30124909,17,0
F22Q30194111,16,0
F23Q30138340,16,0
F23Q20211471,14,0
F22Q20023134,16,0
F23Q20022252,4,1
F23Q30220297,20,0
F22Q20163926,22,0
F22Q30103289,20,0
F22Q30026671,7,1
F22Q10067898,14,0
F22Q20267313,23,0
F22Q10220458,6,1
F22Q30276835,10,1
F23Q10071289,21,0
F22Q30059284,16,0
F22Q30331178,21,0
F23Q10077771,9,1
F22Q20429039,12,1
F23Q20143770,9,1
F22Q40004700,24,0
F22Q30169129,15,0
F23Q10079951,14,0
F23Q20020173,17,0
F23Q20099301,11,1
F22Q10562864,23,0
F22Q20418109,20,0
F23Q10074378,22,0
F22Q30281282,3,1
F22Q30259625,14,0
F22Q20337685,21,0
F23Q20146945,23,0
F22Q20403717,20,0
F22Q40145267,20,0
F22Q30261080,6,1
F22Q20152840,24,0
F22Q10196887,11,1
F22Q10514485,10,1
F22Q40069742,15,0
F22Q20069356,10,1
F23Q10037511,14,0
F22Q20195449,4,1
F22Q30205834,17,0
F23Q10007935,3,1
F22Q20300924,12,1
F22Q30265337,21,0
F23Q20030618,17,0
F22Q30087565,9,1
F22Q10398644,3,1
F23Q10026509,22,0
F22Q30086610,7,1
F22Q40335352,7,1
F22Q30181739,18,0
F23Q10144605,23,0
F23Q30165787,7,1
F22Q30182308,14,0
F22Q10357671,9,1
F22Q30103321,24,0
F22Q40059172,6,1
F22Q30309641,16,0
F23Q20147331,17,0
F23Q20108311,22,0
F23Q20035442,9,1
F22Q30085668,8,1
F22Q20013875,17,0
F22Q30092780,24,0
F22Q30315387,24,0
F22Q20375648,18,0
F23Q30089408,16,0
F23Q10003670,19,0
F22Q10194273,11,1
F23Q20046739,18,0
F22Q40048424,18,0
F22Q20166838,11,1
F22Q30148351,8,1
F22Q10141751,21,0
F22Q10204767,17,0
F23Q30030570,16,0
F23Q10165607,15,0
F22Q40133886,17,0
F23Q20230472,9,1
F22Q20212507,4,1
F22Q30147970,4,1
F23Q30126606,22,0
F22Q30141594,5,1
F22Q30206524,9,1
F22Q30229033,16,0
F22Q10460449,8,1
F22Q40041445,22,0
F22Q20248633,12,1
F22Q30061695,17,0
F22Q30214898,22,0
F22Q40179931,12,1
F23Q10173877,22,0
F22Q20338860,22,0
F22Q10460837,15,0
F22Q40069529,15,0
F22Q40198218,24,0
F23Q20126520,19,0
F22Q30158358,16,0
F23Q20102243,18,0
F23Q10102693,4,1
F22Q10306624,21,0
F22Q10381016,13,0
F22Q30229067,23,0
F22Q30032087,11,1
F23Q30242412,15,0
F22Q20096430,6,1
F22Q10139698,17,0
F22Q10226498,14,0
F23Q20158028,20,0
F23Q30240181,14,0
F22Q30104073,11,1
F23Q30037554,20,0
F23Q30103569,13,0
F23Q20118478,3,1
F22Q40027656,10,1
F22Q20159285,6,1
F22Q40118996,23,0
F23Q20068533,18,0
F22Q10035842,12,1
F22Q40165139,4,1
F22Q40053006,19,0
F22Q20151562,16,0
F22Q40105905,23,0
F22Q10231907,9,1
F22Q40191175,15,0
F22Q20269418,3,1
F22Q20268923,11,1
F22Q40096143,11,1
F23Q10096023,23,0
F23Q10017821,18,0
F22Q30211690,24,0
F23Q10001205,6,1
F23Q10020097,15,0
F23Q10154646,24,0
F23Q20201458,15,0
F23Q10166775,12,1
F23Q30194172,9,1
F22Q40195670,12,1
F22Q10474248,10,1
F22Q10529887,8,1
F23Q20266277,6,1
F22Q10111134,15,0
F22Q10372476,8,1
F23Q30042148,17,0
F22Q30079652,7,1
F23Q10093001,13,0
F22Q20338020,4,1
F22Q40179517,20,0
F22Q40124692,19,0
F23Q20178642,16,0
F23Q20240677,16,0
F23Q20138814,24,0
F22Q20434922,11,1
F23Q10093645,20,0
F22Q10346801,20,0
F22Q30167844,18,0
F22Q10042955,3,1
F22Q30160488,10,1
F22Q30085140,10,1
F23Q30105941,17,0
F22Q10314420,10,1
F23Q30201796,9,1
F22Q20056950,5,1
F22Q40162085,6,1
F22Q30259746,14,0
F23Q20097266,21,0
F23Q30224221,16,0
F22Q40058544,19,0
F22Q40075560,13,0
F22Q20354834,13,0
F23Q30132671,18,0
F23Q30085402,10,1
F22Q10427652,7,1
F23Q10159800,3,1
F22Q10315197,4,1
F23Q20034821,16,0
F22Q40059857,15,0
F22Q10298542,16,0
F23Q10019262,20,0
F22Q10091361,21,0
F22Q30083163,17,0
F23Q30122782,15,0
F22Q20149189,23,0
F22Q20381759,6,1
F23Q10159464,19,0
F23Q30098371,13,0
F22Q10357717,4,1
F23Q30025628,17,0
F22Q30198410,3,1
F22Q10352324,7,1
F23Q10135497,21,0
F22Q20328092,23,0
F22Q20351123,22,0
F22Q10324852,6,1
F22Q40077680,13,0
F22Q40204535,11,1
F23Q10125494,17,0
F22Q20014348,14,0
F23Q10157514,4,1
F23Q20158912,14,0
F22Q30307320,14,0
F22Q30082251,6,1
F23Q20125552,5,1
F22Q20198537,11,1
F22Q20409536,24,0
F23Q20166507,5,1
F22Q30317761,15,0
F22Q20150565,9,1
F22Q20329666,6,1
F22Q40093956,3,1
F22Q40094091,6,1
F22Q30185975,4,1
F22Q40069860,15,0
F23Q30248296,5,1
F22Q40196479,10,1
F22Q30227609,3,1
F22Q20158549,7,1
F22Q10111938,19,0
F22Q30282634,8,1
F22Q20319667,18,0
F23Q10125657,16,0
F22Q30186813,24,0
F22Q30003482,13,0
F22Q20128197,8,1
F23Q10129559,24,0
F23Q20116045,23,0
F23Q30151945,17,0
F22Q30159804,3,1
F22Q20052167,13,0
F22Q10418579,16,0
F22Q10477739,5,1
F23Q10142802,18,0
F22Q40160853,23,0
F22Q10024292,8,1
F22Q30112936,17,0
F22Q30230908,3,1
F22Q10554297,7,1
F22Q30101461,6,1
F22Q20195230,4,1
F23Q30187749,22,0
F22Q20143623,11,1
F23Q30142654,18,0
F22Q40023829,23,0
F22Q40035745,8,1
F22Q20166110,11,1
F23Q30011006,11,1
F23Q30107121,10,1
F22Q20113721,22,0
F22Q10327864,12,1
F22Q30199319,12,1
F22Q30056660,11,1
F22Q10343091,21,0
F23Q10130992,17,0
F22Q10562003,19,0
F22Q30167236,18,0
F22Q30211895,19,0
F23Q20205725,17,0
F23Q10116257,17,0
F22Q20401658,9,1
F23Q20012189,9,1
F23Q20191658,13,0
F23Q20056377,18,0
F22Q10014127,11,1
F23Q10039855,18,0
F22Q20242171,4,1
F23Q10091468,15,0
F23Q30247224,12,1
F22Q30312101,4,1
F22Q10198221,4,1
F23Q20241740,16,0
F22Q40007632,5,1
F22Q30116233,15,0
F22Q20180552,4,1
F22Q30111314,14,0
F22Q40205211,7,1
F22Q10419247,19,0
F23Q20211216,11,1
F23Q20165436,14,0
F22Q40190199,22,0
F23Q30244628,11,1
F22Q30046125,18,0
F22Q30313184,11,1
F22Q40174202,6,1
F22Q30240866,24,0
F23Q20048835,5,1
F22Q30282720,14,0
F22Q10210427,21,0
F22Q40128328,9,1
F22Q10451122,24,0
F22Q10115990,12,1
F23Q30140011,20,0
F22Q10466703,24,0
F23Q30002440,15,0
F23Q10177210,24,0
F23Q20195880,15,0
F23Q10130556,18,0
F22Q10357053,21,0
F22Q10262331,9,1
F23Q10163729,13,0
F23Q20021997,19,0
F23Q20047161,19,0
F22Q40217911,10,1
F23Q30262357,24,0
F22Q20269820,20,0
F22Q10082518,12,1
F22Q30233336,8,1
F22Q30328880,12,1
F22Q40147768,12,1
F22Q20375776,24,0
F22Q40163518,19,0
F22Q10480387,22,0
F22Q20340279,19,0
F22Q40054092,23,0
F22Q40213003,13,0
F22Q10143404,12,1
F22Q20427976,10,1
F22Q20345936,24,0
F22Q20105490,8,1
F22Q20414752,9,1
F22Q40085677,5,1
F22Q10201162,19,0
F22Q20371781,16,0
F22Q20278233,18,0
F22Q30255417,11,1
F22Q40147002,18,0
F22Q30335163,14,0
F22Q40176975,4,1
F22Q30299967,4,1
F23Q30086693,16,0
F22Q10005053,18,0
F22Q10170571,10,1
F22Q30237205,24,0
F23Q10163044,8,1
F22Q30208047,21,0
F22Q10257177,12,1
F23Q30118519,20,0
F22Q10385776,18,0
F22Q20067982,17,0
F23Q30136118,16,0
F22Q30093657,10,1
F22Q20045140,4,1
F22Q20137196,3,1
F22Q30003533,12,1
F22Q30103470,22,0
F22Q30164358,24,0
F23Q30262450,15,0
F23Q10022853,10,1
F23Q10001332,3,1
F23Q20172694,22,0
F22Q10151584,20,0
F22Q40161553,21,0
F22Q10423191,10,1
F22Q30012245,9,1
F22Q10278933,16,0
F22Q40103361,14,0
F22Q20404588,13,0
F22Q10209282,22,0
F22Q30107301,21,0
F22Q40107786,20,0
F23Q30109346,18,0
F22Q20327738,19,0
F22Q10509865,11,1
F22Q20024633,5,1
F22Q20073710,15,0
F23Q30253529,13,0
F23Q20124929,6,1
F22Q20336378,8,1
F22Q30246459,19,0
F23Q20044757,10,1
F22Q10230919,14,0
F23Q20029636,7,1
F22Q30300447,20,0
F22Q40136138,23,0
F22Q40334700,12,1
F22Q10412957,11,1
F23Q20157669,23,0
F23Q20207611,9,1
F23Q20273333,15,0
F22Q20090553,19,0
F23Q20031413,19,0
F23Q20202112,11,1
F23Q10079407,18,0
F22Q10370276,9,1
F23Q30012161,12,1
F22Q10214563,18,0
F23Q10079021,15,0
F22Q10415796,21,0
F22Q20223991,18,0
F22Q30279669,8,1
F22Q10563928,22,0
F22Q20134698,18,0
F22Q20151731,24,0
F22Q20301933,11,1
F22Q10386789,13,0
F22Q40158052,18,0
F22Q20093419,17,0
F22Q40139226,20,0
F23Q20058691,21,0
F23Q20114875,24,0
F22Q40191666,8,1
F22Q10072973,3,1
F22Q40141716,21,0
F23Q20104892,4,1
F22Q30168808,4,1
F22Q20270029,9,1
F22Q10009075,3,1
F22Q10483150,6,1
F23Q20056775,3,1
F22Q20030046,9,1
F22Q10228284,14,0
F22Q20138757,15,0
F22Q20322429,12,1
F22Q30251267,21,0
F22Q20109680,15,0
F22Q30142025,9,1
F22Q40082704,23,0
F23Q30234296,14,0
F22Q10563332,11,1
F23Q10013727,9,1
F22Q20050657,4,1
F22Q20380303,24,0
F22Q30003661,5,1
F22Q10411159,15,0
F22Q40037772,22,0
F22Q40204735,8,1
F22Q30330319,22,0
F22Q30007819,15,0
F22Q30250917,5,1
F22Q40104568,16,0
F22Q40113540,5,1
F23Q10161420,15,0
F23Q30233410,22,0
F23Q10066550,9,1
F22Q40206006,19,0
F23Q30180545,11,1
F22Q30113980,12,1
F23Q20066099,18,0
F22Q20122501,11,1
F22Q30049742,9,1
F22Q20339320,21,0
F22Q20007300,17,0
F22Q30087798,15,0
F22Q10117159,3,1
F22Q30091689,14,0
F22Q10037993,14,0
F22Q10405480,16,0
F22Q30233054,21,0
F23Q20119922,20,0
F23Q20184391,16,0
F23Q30078790,22,0
F22Q10254095,12,1
F23Q30082145,6,1
F22Q10427796,18,0
F22Q20274366,8,1
F23Q30085739,12,1
F22Q10104376,6,1
F22Q20295125,10,1
F22Q40011632,15,0
F22Q10572972,17,0
F22Q20264759,17,0
F22Q30065694,22,0
F22Q20075174,20,0
F23Q30097688,24,0
F22Q20161248,3,1
F23Q30217316,20,0
F23Q30241140,21,0
F22Q20294608,14,0
F22Q30082230,7,1
F22Q10196150,13,0
F22Q30216860,20,0
F23Q10049004,12,1
F22Q10023249,20,0
F22Q10394543,12,1
F22Q10451166,7,1
F22Q10516066,23,0
F22Q30056343,13,0
F22Q20418900,19,0
F23Q30033576,8,1
F22Q30067483,3,1
F22Q10276685,14,0
F22Q10412533,7,1
F22Q30298559,23,0
F22Q10477621,17,0
F22Q10577066,19,0
F23Q10108439,17,0
F23Q10047096,14,0
F22Q30325630,13,0
F22Q30093303,15,0
F23Q20150407,20,0
F22Q10128659,14,0
F22Q10225523,8,1
F22Q20108911,20,0
F22Q30121500,3,1
F22Q30193205,24,0
F23Q10067077,18,0
F22Q10025987,16,0
F23Q20030343,12,1
F22Q20113447,20,0
F23Q30025403,16,0
F22Q30333343,9,1
F22Q20054047,11,1
F22Q20366151,21,0
F23Q20204202,3,1
F23Q10014230,16,0
F22Q10173715,19,0
F22Q20190505,17,0
F23Q20141427,17,0
F22Q10029631,19,0
F22Q10312076,8,1
F22Q30288246,9,1
F23Q30114529,20,0
F23Q20098809,24,0
F22Q40161277,13,0
F23Q10004334,22,0
F22Q10432276,20,0
F22Q20231516,24,0
F22Q20272036,4,1
F23Q30050601,14,0
F23Q10126910,9,1
F22Q10387986,22,0
F22Q30321231,14,0
F22Q10230149,17,0
F23Q30111248,8,1
F23Q20138873,22,0
F22Q20371269,3,1
F22Q30265160,20,0
F22Q10206660,8,1
F22Q20246599,17,0
F22Q20159191,17,0
F22Q10113460,17,0
F22Q20185102,7,1
F23Q20033504,16,0
F22Q40065387,24,0
F22Q10125987,3,1
F23Q20101801,13,0
F22Q10056508,24,0
F22Q20063503,24,0
F23Q20023660,17,0
F23Q30114528,8,1
F22Q10248384,13,0
F23Q20071805,3,1
F23Q30081268,18,0
F23Q10157097,20,0
F22Q10117129,3,1
F22Q20295968,6,1
F22Q10570868,24,0
F22Q30082694,12,1
F22Q20317794,9,1
F22Q20080914,4,1
F22Q10543239,12,1
F22Q40123060,23,0
F23Q20034906,4,1
F23Q10134407,16,0
F22Q10474329,20,0
F22Q10154701,22,0
F22Q30290812,21,0
F23Q30083309,21,0
F22Q40163834,16,0
F22Q10396095,17,0
F22Q10139321,9,1
F22Q10411516,4,1
F22Q40119393,4,1
F22Q10563858,8,1
F22Q30048197,6,1
F23Q20050940,16,0
F23Q30226980,19,0
F22Q30212361,22,0
F22Q30046924,3,1
F22Q40134214,12,1
F22Q30150661,4,1
F22Q20138202,19,0
F22Q30036256,18,0
F22Q30190956,11,1
F22Q30255760,14,0
F22Q20339541,22,0
F22Q30229361,16,0
F23Q20061674,20,0
F22Q20054821,18,0
F23Q10164382,18,0
F23Q30195293,6,1
F22Q30185591,5,1
F23Q20004227,22,0
F22Q40128378,15,0
F22Q20397202,4,1
F22Q40081851,11,1
F22Q30317402,4,1
F22Q40037466,23,0
F23Q10113414,11,1
F23Q20159683,4,1
F22Q10126168,5,1
F23Q30191628,15,0
F22Q40005783,15,0
F23Q30041721,4,1
F22Q30061081,16,0
F22Q10285918,7,1
F23Q30238230,7,1
F22Q10253939,10,1
F22Q10165661,21,0
F22Q20235261,6,1
F22Q20338128,16,0
F22Q20259090,4,1
F22Q30188545,3,1
F22Q40033217,8,1
F23Q30139704,18,0
F22Q30095029,11,1
F23Q20241937,11,1
F22Q10078134,24,0
F22Q10337969,6,1
F22Q10263286,9,1
F23Q20100308,24,0
F22Q30290595,11,1
F23Q20022595,16,0
F22Q30082233,22,0
F22Q10059492,9,1
F23Q10146978,11,1
F22Q20029971,9,1
F22Q10571126,14,0
F23Q30017273,16,0
F23Q20176671,19,0
F22Q30295052,4,1
F22Q10082473,15,0
F22Q30228909,14,0
F22Q40219543,12,1
F23Q30096045,12,1
F22Q20338016,23,0
F22Q20425898,23,0
F22Q30176719,14,0
F22Q30162168,12,1
F22Q40036833,20,0
F23Q10087696,15,0
F22Q30044848,13,0
F22Q30310514,23,0
F23Q30014737,15,0
F22Q10215899,21,0
F22Q20096495,6,1
F23Q20234553,6,1
F23Q10130515,12,1
F22Q40040722,23,0
F22Q30141894,23,0
F23Q20271432,15,0
F23Q10130078,23,0
F23Q30173029,23,0
F22Q10285837,17,0
F22Q30034497,18,0
F22Q30279028,3,1
F22Q10097012,10,1
F22Q30059438,5,1
F22Q10428033,21,0
F22Q30175454,12,1
F23Q20232900,5,1
F23Q10146077,5,1
F22Q30111422,12,1
F23Q30095703,14,0
F23Q30180381,13,0
F22Q30063401,7,1
F22Q30183424,14,0
F22Q10430521,23,0
F22Q10064503,11,1
F22Q30207172,3,1
F22Q40078308,22,0
F23Q20265507,19,0
F22Q20163066,9,1
F23Q10018607,6,1
F22Q20105480,23,0
F22Q20308610,24,0
F23Q20074485,21,0
F23Q20045307,14,0
F23Q20048071,8,1
F22Q30262509,9,1
F23Q10134285,18,0
F23Q10030713,23,0
F23Q30229553,13,0
F22Q20301903,8,1
F23Q20266814,10,1
F22Q40021161,10,1
F22Q30245713,23,0
F22Q30082239,23,0
F22Q30106067,13,0
F23Q30192380,9,1
F22Q10217004,11,1
F22Q20247530,14,0
F22Q10410177,20,0
F22Q10041055,11,1
F23Q10085142,16,0
F22Q10566120,18,0
F22Q30124361,11,1
F22Q10124966,6,1
F22Q20132991,16,0
F22Q30161505,17,0
F23Q30127307,16,0
F22Q20232313,23,0
F22Q20363067,7,1
F22Q30026665,14,0
F22Q40027334,3,1
F23Q10036298,16,0
F22Q10412775,22,0
F22Q20026729,11,1
F23Q20092595,7,1
F22Q30042439,19,0
F22Q10421963,22,0
F23Q20167559,5,1
F22Q10501799,12,1
F22Q10116446,3,1
F22Q20433175,16,0
F22Q30073783,17,0
F23Q20105941,8,1
F22Q10238505,7,1
F22Q10357686,22,0
F23Q10066829,18,0
F22Q20067534,8,1
F22Q20206288,19,0
F22Q30193083,18,0
F22Q30168604,11,1
F23Q10162912,22,0
F23Q30199016,8,1
F23Q20201473,19,0
F23Q10041301,5,1
F23Q20002314,20,0
F23Q30244686,22,0
F23Q30022971,18,0
F23Q20201799,17,0
F22Q10476773,23,0
F22Q20310448,12,1
F22Q20155046,23,0
F22Q10020818,12,1
F22Q20265214,14,0
F22Q40050677,11,1
F23Q10052358,23,0
F22Q10212886,22,0
F22Q30001851,16,0
F22Q40158413,24,0
F22Q10058922,18,0
F23Q20244908,17,0
F22Q20037400,7,1
F23Q30006300,11,1
F23Q30064061,24,0
F22Q20184955,3,1
F22Q30152195,18,0
F23Q30251953,19,0
F23Q10067411,3,1
F22Q10517768,15,0
F22Q20150031,17,0
F22Q30288532,23,0
F22Q20162567,4,1
F22Q30161442,9,1
F23Q10007779,14,0
F23Q20202138,8,1
F22Q20234264,3,1
F22Q40156532,21,0
F22Q10550335,5,1
F22Q30143042,8,1
F22Q20182615,11,1
F22Q40132170,13,0
F22Q20288647,8,1
F23Q30189764,12,1
F22Q40164808,19,0
F22Q30262545,13,0
F22Q40173975,19,0
F23Q10053627,20,0
F22Q10189659,11,1
F22Q20127072,7,1
F22Q10381101,13,0
F23Q20217353,24,0
F22Q40134015,20,0
F22Q30050323,15,0
F22Q30077128,23,0
F22Q30319667,20,0
F22Q40201960,18,0
F22Q10228136,20,0
F22Q10503222,18,0
F22Q20410210,22,0
F23Q20110096,21,0
F22Q30106040,8,1
F22Q30162695,9,1
F23Q10069947,12,1
F22Q30005317,24,0
F23Q30237467,12,1
F22Q30147980,16,0
F22Q10562165,12,1
F22Q10044524,17,0
F23Q30077719,11,1
F22Q10512227,12,1
F22Q10370193,18,0
F22Q30145269,4,1
F22Q10561815,9,1
F22Q20059200,23,0
F22Q30090434,5,1
F22Q10009205,14,0
F23Q20026944,23,0
F23Q30106879,9,1
F22Q20159100,23,0
F23Q30061661,16,0
F22Q30218018,14,0
F22Q10213683,5,1
F22Q30070996,15,0
F23Q20084653,15,0
F22Q30232197,7,1
F22Q30131547,18,0
F22Q20187191,23,0
F22Q20259243,13,0
F22Q40166922,23,0
F22Q20428064,18,0
F23Q20143068,9,1
F22Q40010893,3,1
F22Q30063236,6,1
F22Q10285385,22,0
F22Q20241735,20,0
F23Q30053267,4,1
F22Q30079121,21,0
F23Q10017084,24,0
F22Q30161662,15,0
F23Q20097032,20,0
F22Q20198145,10,1
F23Q30071981,13,0
F22Q20262109,7,1
F22Q20279901,7,1
F23Q30047800,24,0
F22Q10437148,24,0
F22Q40082999,15,0
F23Q10063661,18,0
F22Q40124092,7,1
F23Q30176154,12,1
F22Q40159962,13,0
F23Q30164605,17,0
F22Q10129649,4,1
F22Q30320089,24,0
F23Q30186235,6,1
